None,ticker,date,adj_close
128,AAPL,2015-07-08,117.3835928605
129,AAPL,2015-07-09,114.98937745582
130,AAPL,2015-07-10,118.06355003542
131,AAPL,2015-07-13,120.34284310068
132,AAPL,2015-07-14,120.29495879258
133,AAPL,2015-07-15,121.45375904845
134,AAPL,2015-07-16,123.07224866201
135,AAPL,2015-07-17,124.13528030169
136,AAPL,2015-07-20,126.48161139827
137,AAPL,2015-07-21,125.2174656646
138,AAPL,2015-07-22,119.92146118945
139,AAPL,2015-07-23,119.86400001974
140,AAPL,2015-07-24,119.23192715291
141,AAPL,2015-07-27,117.57513009287
142,AAPL,2015-07-28,118.15931865161
143,AAPL,2015-07-29,117.78582104848
144,AAPL,2015-07-30,117.19205562812
145,AAPL,2015-07-31,116.16733143492
146,AAPL,2015-08-03,113.42834901197
147,AAPL,2015-08-04,109.78914159686
148,AAPL,2015-08-05,110.51698307988
149,AAPL,2015-08-06,110.75640462035
150,AAPL,2015-08-07,111.13158917522
151,AAPL,2015-08-10,115.17203822764
152,AAPL,2015-08-11,109.17870546655
153,AAPL,2015-08-12,110.86222590506
154,AAPL,2015-08-13,110.77564485393
155,AAPL,2015-08-14,111.55487431404
156,AAPL,2015-08-17,112.70928832902
157,AAPL,2015-08-18,112.07436062078
158,AAPL,2015-08-19,110.64096321885
159,AAPL,2015-08-20,108.37061565606
160,AAPL,2015-08-21,101.74235518673
161,AAPL,2015-08-24,99.202644353779
162,AAPL,2015-08-25,99.799091594851
163,AAPL,2015-08-26,105.52306108578
164,AAPL,2015-08-27,108.63035880943
165,AAPL,2015-08-28,108.98630313072
166,AAPL,2015-08-31,108.47643694077
167,AAPL,2015-09-01,103.62789807786
168,AAPL,2015-09-02,108.07239203553
169,AAPL,2015-09-03,106.1772290276
170,AAPL,2015-09-04,105.11901618054
171,AAPL,2015-09-08,108.04353168515
172,AAPL,2015-09-09,105.96558645819
173,AAPL,2015-09-10,108.29365472173
174,AAPL,2015-09-11,109.87135387553
175,AAPL,2015-09-14,110.9295667226
176,AAPL,2015-09-15,111.86271805137
177,AAPL,2015-09-16,111.98777956966
178,AAPL,2015-09-17,109.59237048858
179,AAPL,2015-09-18,109.14022499938
180,AAPL,2015-09-21,110.83336555468
181,AAPL,2015-09-22,109.09212441542
182,AAPL,2015-09-23,109.97717516024
183,AAPL,2015-09-24,110.63134310206
184,AAPL,2015-09-25,110.35235971511
185,AAPL,2015-09-28,108.16859320344
186,AAPL,2015-09-29,104.91699372792
187,AAPL,2015-09-30,105.77318412236
188,AAPL,2015-10-01,105.41723980108
189,AAPL,2015-10-02,106.1868491444
190,AAPL,2015-10-05,106.57165381606
191,AAPL,2015-10-06,107.081520006
192,AAPL,2015-10-07,106.57165381606
193,AAPL,2015-10-08,105.34027886675
194,AAPL,2015-10-09,107.86074946611
195,AAPL,2015-10-12,107.36050339296
196,AAPL,2015-10-13,107.543285612
197,AAPL,2015-10-14,106.02330715894
198,AAPL,2015-10-15,107.61062642954
199,AAPL,2015-10-16,106.82177685263
200,AAPL,2015-10-19,107.48556491125
201,AAPL,2015-10-20,109.44806873671
202,AAPL,2015-10-21,109.43844861992
203,AAPL,2015-10-22,111.11234894164
204,AAPL,2015-10-23,114.55635075299
205,AAPL,2015-10-26,110.90070637222
206,AAPL,2015-10-27,110.19843784645
207,AAPL,2015-10-28,114.73913297203
208,AAPL,2015-10-29,115.95126768775
209,AAPL,2015-10-30,114.96039565823
210,AAPL,2015-11-02,116.5765752792
211,AAPL,2015-11-03,117.91377151321
212,AAPL,2015-11-04,117.3654248561
213,AAPL,2015-11-05,116.82669831578
214,AAPL,2015-11-06,116.9619591309
215,AAPL,2015-11-09,116.48854627798
216,AAPL,2015-11-10,112.81718129617
217,AAPL,2015-11-11,112.17952316775
218,AAPL,2015-11-12,111.80272518278
219,AAPL,2015-11-13,108.53714264633
220,AAPL,2015-11-16,110.31002547307
221,AAPL,2015-11-17,109.84144336355
222,AAPL,2015-11-18,113.31957860947
223,AAPL,2015-11-19,114.75914014181
224,AAPL,2015-11-20,115.26153745511
225,AAPL,2015-11-23,113.76400700201
226,AAPL,2015-11-24,114.85575500976
227,AAPL,2015-11-25,114.03452863225
228,AAPL,2015-11-27,113.82197592277
229,AAPL,2015-11-30,114.29538877569
230,AAPL,2015-12-01,113.36788604344
231,AAPL,2015-12-02,112.34376844326
232,AAPL,2015-12-03,111.30032786948
233,AAPL,2015-12-04,115.00067731167
234,AAPL,2015-12-07,114.2760658021
235,AAPL,2015-12-08,114.22775836813
236,AAPL,2015-12-09,111.70611031484
237,AAPL,2015-12-10,112.23749208852
238,AAPL,2015-12-11,109.34870753705
239,AAPL,2015-12-14,108.67240346145
240,AAPL,2015-12-15,106.7497675894
241,AAPL,2015-12-16,107.57099396691
242,AAPL,2015-12-17,105.29088308347
243,AAPL,2015-12-18,102.44074447918
244,AAPL,2015-12-21,103.69673776242
245,AAPL,2015-12-22,103.60012289448
246,AAPL,2015-12-23,104.93340807209
247,AAPL,2015-12-24,104.37304183802
248,AAPL,2015-12-28,103.20400193592
249,AAPL,2015-12-29,105.05900740041
250,AAPL,2015-12-30,103.68707627563
251,AAPL,2015-12-31,101.69680999602
252,AAPL,2016-01-04,101.78376337717
253,AAPL,2016-01-05,99.233130863492
254,AAPL,2016-01-06,97.291172017853
255,AAPL,2016-01-07,93.185040130307
256,AAPL,2016-01-08,93.677775956812
257,AAPL,2016-01-11,95.194629383506
258,AAPL,2016-01-12,96.57622199508
259,AAPL,2016-01-13,94.093219888964
260,AAPL,2016-01-14,96.151116576134
261,AAPL,2016-01-15,93.842021232314
262,AAPL,2016-01-19,93.387931352986
263,AAPL,2016-01-20,93.513530681311
264,AAPL,2016-01-21,93.040117828394
265,AAPL,2016-01-22,97.986799067037
266,AAPL,2016-01-25,96.07382468178
267,AAPL,2016-01-26,96.605206455463
268,AAPL,2016-01-27,90.257609631657
269,AAPL,2016-01-28,90.90492924687
270,AAPL,2016-01-29,94.044912454993
271,AAPL,2016-02-01,93.165717156719
272,AAPL,2016-02-02,91.281727231844
273,AAPL,2016-02-03,93.088425262365
274,AAPL,2016-02-04,93.83235974552
275,AAPL,2016-02-05,91.32627808772
276,AAPL,2016-02-08,92.28791407269
277,AAPL,2016-02-09,92.268487083095
278,AAPL,2016-02-10,91.569115457662
279,AAPL,2016-02-11,91.015446254195
280,AAPL,2016-02-12,91.297137603327
281,AAPL,2016-02-16,93.871213724711
282,AAPL,2016-02-17,95.308810954766
283,AAPL,2016-02-18,93.502100922399
284,AAPL,2016-02-19,93.28840403685
285,AAPL,2016-02-22,94.104337599855
286,AAPL,2016-02-23,91.977082239165
287,AAPL,2016-02-24,93.346685005636
288,AAPL,2016-02-25,93.987775662283
289,AAPL,2016-02-26,94.133478084248
290,AAPL,2016-02-29,93.919781198699
291,AAPL,2016-03-01,97.649763201006
292,AAPL,2016-03-02,97.863460086554
293,AAPL,2016-03-03,98.59197219638
294,AAPL,2016-03-04,100.05870991083
295,AAPL,2016-03-07,98.951371503894
296,AAPL,2016-03-08,98.135437940889
297,AAPL,2016-03-09,98.222859394068
298,AAPL,2016-03-10,98.271426868057
299,AAPL,2016-03-11,99.330197801003
300,AAPL,2016-03-14,99.582748665742
301,AAPL,2016-03-15,101.58372859406
302,AAPL,2016-03-16,102.93390437094
303,AAPL,2016-03-17,102.76877495938
304,AAPL,2016-03-18,102.88533689695
305,AAPL,2016-03-21,102.87562340215
306,AAPL,2016-03-22,103.66241648077
307,AAPL,2016-03-23,103.0893202877
308,AAPL,2016-03-24,102.64249952701
309,AAPL,2016-03-28,102.17625177672
310,AAPL,2016-03-29,104.59491198134
311,AAPL,2016-03-30,106.4210490033
312,AAPL,2016-03-31,105.86737979984
313,AAPL,2016-04-01,106.8387292796
314,AAPL,2016-04-04,107.93635419174
315,AAPL,2016-04-05,106.66388637325
316,AAPL,2016-04-06,107.78093827498
317,AAPL,2016-04-07,105.43027253394
318,AAPL,2016-04-08,105.54683447151
319,AAPL,2016-04-11,105.89652028423
320,AAPL,2016-04-12,107.2758365455
321,AAPL,2016-04-13,108.82999571313
322,AAPL,2016-04-14,108.88827668191
323,AAPL,2016-04-15,106.70274035244
324,AAPL,2016-04-18,104.40064208539
325,AAPL,2016-04-19,103.84697288192
326,AAPL,2016-04-20,104.06066976747
327,AAPL,2016-04-21,102.93390437094
328,AAPL,2016-04-22,102.65221302181
329,AAPL,2016-04-25,102.06940333395
330,AAPL,2016-04-26,101.36031821372
331,AAPL,2016-04-27,95.017406110836
332,AAPL,2016-04-28,92.113071166332
333,AAPL,2016-04-29,91.054300233386
334,AAPL,2016-05-02,90.957165285409
335,AAPL,2016-05-03,92.453043484251
336,AAPL,2016-05-04,91.491407499281
337,AAPL,2016-05-05,91.122294696969
338,AAPL,2016-05-06,90.614105151255
339,AAPL,2016-05-09,90.682515282409
340,AAPL,2016-05-10,91.298206462794
341,AAPL,2016-05-11,90.408874757793
342,AAPL,2016-05-12,88.288160692023
343,AAPL,2016-05-13,88.464072457847
344,AAPL,2016-05-16,91.747758753233
345,AAPL,2016-05-17,91.366616593947
346,AAPL,2016-05-18,92.412314313014
347,AAPL,2016-05-19,92.060490781365
348,AAPL,2016-05-20,93.057324121036
349,AAPL,2016-05-23,94.23984210241
350,AAPL,2016-05-24,95.676454856642
351,AAPL,2016-05-25,97.357389507852
352,AAPL,2016-05-26,98.129446702303
353,AAPL,2016-05-27,98.070809447028
354,AAPL,2016-05-31,97.591938528951
355,AAPL,2016-06-01,96.223735905873
356,AAPL,2016-06-02,95.500543090818
357,AAPL,2016-06-03,95.6960006084
358,AAPL,2016-06-06,96.389874795818
359,AAPL,2016-06-07,96.780789830983
360,AAPL,2016-06-08,96.692833948071
361,AAPL,2016-06-09,97.386708135489
362,AAPL,2016-06-10,96.585332313401
363,AAPL,2016-06-13,95.129173807411
364,AAPL,2016-06-14,95.24644831796
365,AAPL,2016-06-15,94.933716289828
366,AAPL,2016-06-16,95.334404200873
367,AAPL,2016-06-17,93.164825755707
368,AAPL,2016-06-20,92.940049610487
369,AAPL,2016-06-21,93.731652556696
370,AAPL,2016-06-22,93.379829025047
371,AAPL,2016-06-23,93.917337198399
372,AAPL,2016-06-24,91.278660711035
373,AAPL,2016-06-27,89.949549591474
374,AAPL,2016-06-28,91.464345352739
375,AAPL,2016-06-29,92.255948298948
376,AAPL,2016-06-30,93.428693404443
377,AAPL,2016-07-01,93.712106804938
378,AAPL,2016-07-05,92.832547975816
379,AAPL,2016-07-06,93.360283273289
380,AAPL,2016-07-07,93.760971184333
381,AAPL,2016-07-08,94.484163999389
382,AAPL,2016-07-11,94.777350275762
383,AAPL,2016-07-12,95.207356814444
384,AAPL,2016-07-13,94.669848641092
385,AAPL,2016-07-14,96.546240809884
386,AAPL,2016-07-15,96.536467934005
387,AAPL,2016-07-18,97.562619901313
388,AAPL,2016-07-19,97.60171140483
389,AAPL,2016-07-20,97.689667287742
390,AAPL,2016-07-21,97.171704866148
391,AAPL,2016-07-22,96.419193423456
392,AAPL,2016-07-25,95.129173807411
393,AAPL,2016-07-26,94.47439112351
394,AAPL,2016-07-27,100.6117571756
395,AAPL,2016-07-28,101.9701869228
396,AAPL,2016-07-29,101.84313953637
397,AAPL,2016-08-01,103.64134869813
398,AAPL,2016-08-02,102.10700718511
399,AAPL,2016-08-03,103.38725392527
400,AAPL,2016-08-04,104.02249085742
401,AAPL,2016-08-05,105.60439517668
402,AAPL,2016-08-08,106.47886402397
403,AAPL,2016-08-09,106.91118570129
404,AAPL,2016-08-10,106.11532079532
405,AAPL,2016-08-11,106.04654234666
406,AAPL,2016-08-12,106.29217966332
407,AAPL,2016-08-15,107.56949370993
408,AAPL,2016-08-16,107.47123878326
409,AAPL,2016-08-17,107.3140309006
410,AAPL,2016-08-18,107.17647400328
411,AAPL,2016-08-19,107.45158779793
412,AAPL,2016-08-22,106.6164209213
413,AAPL,2016-08-23,106.95048767195
414,AAPL,2016-08-24,106.14479727332
415,AAPL,2016-08-25,105.69282461068
416,AAPL,2016-08-26,105.0738185727
417,AAPL,2016-08-29,104.95591266071
418,AAPL,2016-08-30,104.15022226208
419,AAPL,2016-08-31,104.24847718874
420,AAPL,2016-09-01,104.86748322671
421,AAPL,2016-09-02,105.85003249333
422,AAPL,2016-09-06,105.82055601534
423,AAPL,2016-09-07,106.46903853131
424,AAPL,2016-09-08,103.6785986141
425,AAPL,2016-09-09,101.33030586687
426,AAPL,2016-09-12,103.59999467277
427,AAPL,2016-09-13,106.06619333199
428,AAPL,2016-09-14,109.81953153049
429,AAPL,2016-09-15,113.55321874366
430,AAPL,2016-09-16,112.91456172036
431,AAPL,2016-09-19,111.59794570308
432,AAPL,2016-09-20,111.58812021042
433,AAPL,2016-09-21,111.56846922508
434,AAPL,2016-09-22,112.61979694037
435,AAPL,2016-09-23,110.74312784112
436,AAPL,2016-09-26,110.91016121645
437,AAPL,2016-09-27,111.11649656244
438,AAPL,2016-09-28,111.96148893173
439,AAPL,2016-09-29,110.22237672981
440,AAPL,2016-09-30,111.07719459177
441,AAPL,2016-10-03,110.55644348046
442,AAPL,2016-10-04,111.02806712844
443,AAPL,2016-10-05,111.07719459177
444,AAPL,2016-10-06,111.90253597573
445,AAPL,2016-10-07,112.06956935106
446,AAPL,2016-10-10,114.02484239164
447,AAPL,2016-10-11,114.2704797083
448,AAPL,2016-10-12,115.29233094559
449,AAPL,2016-10-13,114.9386132096
450,AAPL,2016-10-14,115.57727023291
451,AAPL,2016-10-17,115.49866629158
452,AAPL,2016-10-18,115.42006235025
453,AAPL,2016-10-19,115.07617010693
454,AAPL,2016-10-20,115.01721715093
455,AAPL,2016-10-21,114.56524448828
456,AAPL,2016-10-24,115.59692121824
457,AAPL,2016-10-25,116.18645077821
458,AAPL,2016-10-26,113.57286972899
459,AAPL,2016-10-27,112.48224004304
460,AAPL,2016-10-28,111.73550260041
461,AAPL,2016-10-31,111.55864373242
462,AAPL,2016-11-01,109.54441773584
463,AAPL,2016-11-02,109.6426726625
464,AAPL,2016-11-03,108.47343903522
465,AAPL,2016-11-04,107.49566698164
466,AAPL,2016-11-07,109.04627518782
467,AAPL,2016-11-08,109.68824673815
468,AAPL,2016-11-09,109.51047000114
469,AAPL,2016-11-10,106.45863601572
470,AAPL,2016-11-11,107.09073108066
471,AAPL,2016-11-14,104.40432705466
472,AAPL,2016-11-15,105.78703500922
473,AAPL,2016-11-16,108.63146280145
474,AAPL,2016-11-17,108.5919568599
475,AAPL,2016-11-18,108.70059819918
476,AAPL,2016-11-21,110.34997125926
477,AAPL,2016-11-22,110.41910665699
478,AAPL,2016-11-23,109.85614698978
479,AAPL,2016-11-25,110.4092301716
480,AAPL,2016-11-28,110.19194749303
481,AAPL,2016-11-29,110.08330615374
482,AAPL,2016-11-30,109.15491652711
483,AAPL,2016-12-01,108.13763853197
484,AAPL,2016-12-02,108.54257443295
485,AAPL,2016-12-05,107.76233208716
486,AAPL,2016-12-06,108.5919568599
487,AAPL,2016-12-07,109.65861728198
488,AAPL,2016-12-08,110.73515418946
489,AAPL,2016-12-09,112.54255101578
490,AAPL,2016-12-12,111.90057946545
491,AAPL,2016-12-13,113.76723520411
492,AAPL,2016-12-14,113.76723520411
493,AAPL,2016-12-15,114.38945378366
494,AAPL,2016-12-16,114.5376010645
495,AAPL,2016-12-19,115.19932558561
496,AAPL,2016-12-20,115.50549663269
497,AAPL,2016-12-21,115.61413797198
498,AAPL,2016-12-22,114.85364859697
499,AAPL,2016-12-23,115.08080776094
500,AAPL,2016-12-27,115.81166767978
501,AAPL,2016-12-28,115.31784341029
502,AAPL,2016-12-29,115.28821395412
503,AAPL,2016-12-30,114.38945378366
504,AAPL,2017-01-03,114.71537780152
505,AAPL,2017-01-04,114.58698349145
506,AAPL,2017-01-05,115.16969612944
507,AAPL,2017-01-06,116.45363923011
508,AAPL,2017-01-09,117.5202996522
509,AAPL,2017-01-10,117.63881747687
510,AAPL,2017-01-11,118.27091254181
511,AAPL,2017-01-12,117.77708827233
512,AAPL,2017-01-13,117.56968207915
513,AAPL,2017-01-17,118.51782467656
514,AAPL,2017-01-18,118.50794819117
515,AAPL,2017-01-19,118.30054199798
516,AAPL,2017-01-20,118.51782467656
517,AAPL,2017-01-23,118.59683655968
518,AAPL,2017-01-24,118.48819522039
519,AAPL,2017-01-25,120.37460392982
520,AAPL,2017-01-26,120.43386284216
521,AAPL,2017-01-27,120.44373932755
522,AAPL,2017-01-30,120.12769179508
523,AAPL,2017-01-31,119.85115020417
524,AAPL,2017-02-01,127.15974939256
525,AAPL,2017-02-02,126.94246671398
526,AAPL,2017-02-03,127.48567341042
527,AAPL,2017-02-06,128.68072814257
528,AAPL,2017-02-07,129.9054123309
529,AAPL,2017-02-08,130.40911308577
530,AAPL,2017-02-09,131.34737919779
531,AAPL,2017-02-10,131.04980924039
532,AAPL,2017-02-13,132.21033207426
533,AAPL,2017-02-14,133.92631882862
534,AAPL,2017-02-15,134.41234975905
535,AAPL,2017-02-16,134.24868628248
536,AAPL,2017-02-17,134.62064872923
537,AAPL,2017-02-21,135.59271059008
538,AAPL,2017-02-22,135.99938953187
539,AAPL,2017-02-23,135.42408761422
540,AAPL,2017-02-24,135.55303459576
541,AAPL,2017-02-27,135.82084755742
542,AAPL,2017-02-28,135.8803615489
543,AAPL,2017-03-01,138.65768115133
544,AAPL,2017-03-02,137.83440426919
545,AAPL,2017-03-03,138.64776215275
546,AAPL,2017-03-06,138.21132621523
547,AAPL,2017-03-07,138.38986818967
548,AAPL,2017-03-08,137.87408026351
549,AAPL,2017-03-09,137.55667230894
550,AAPL,2017-03-10,138.01294624363
551,AAPL,2017-03-13,138.07246023511
552,AAPL,2017-03-14,137.86416126493
553,AAPL,2017-03-15,139.3222540562
554,AAPL,2017-03-16,139.55039102354
555,AAPL,2017-03-17,138.85606112294
556,AAPL,2017-03-20,140.31415391421
557,AAPL,2017-03-21,138.70727614424
558,AAPL,2017-03-22,140.27447791989
559,AAPL,2017-03-23,139.77852799089
560,AAPL,2017-03-24,139.50079603064
561,AAPL,2017-03-27,139.73885199657
562,AAPL,2017-03-28,142.63519958196
563,AAPL,2017-03-29,142.95260753652
564,AAPL,2017-03-30,142.7641465635
565,AAPL,2017-03-31,142.49633360184
566,AAPL,2017-04-03,142.53600959616
567,AAPL,2017-04-04,143.59734244423
568,AAPL,2017-04-05,142.85341755072
569,AAPL,2017-04-06,142.49633360184
570,AAPL,2017-04-07,142.17892564727
571,AAPL,2017-04-10,142.01030267141
572,AAPL,2017-04-11,140.48277689007
573,AAPL,2017-04-12,140.65139986594
574,AAPL,2017-04-13,139.90747497243
575,AAPL,2017-04-17,140.68115686168
576,AAPL,2017-04-18,140.05625995113
577,AAPL,2017-04-19,139.54047202496
578,AAPL,2017-04-20,141.28621577506
579,AAPL,2017-04-21,141.1175927992
580,AAPL,2017-04-24,142.47649560468
581,AAPL,2017-04-25,143.36920547689
582,AAPL,2017-04-26,142.48720812314
583,AAPL,2017-04-27,142.62528058338
584,AAPL,2017-04-28,142.48641460326
585,AAPL,2017-05-01,145.41251918439
586,AAPL,2017-05-02,146.31514805518
587,AAPL,2017-05-03,145.86879311907
588,AAPL,2017-05-04,145.34308619433
589,AAPL,2017-05-05,147.75340284929
590,AAPL,2017-05-08,151.76067827566
591,AAPL,2017-05-09,152.71290213935
592,AAPL,2017-05-10,152.01857223874
593,AAPL,2017-05-11,153.32788005131
594,AAPL,2017-05-12,155.46919178961
595,AAPL,2017-05-15,155.07080821039
596,AAPL,2017-05-16,154.84173765234
597,AAPL,2017-05-17,149.64283194355
598,AAPL,2017-05-18,151.92357793457
599,AAPL,2017-05-19,152.34188069275
600,AAPL,2017-05-22,153.36771840924
601,AAPL,2017-05-23,153.17848620911
602,AAPL,2017-05-24,152.72034509301
603,AAPL,2017-05-25,153.24820333547
604,AAPL,2017-05-26,152.98925400898
605,AAPL,2017-05-30,153.04901154586
606,AAPL,2017-05-31,152.14268890314
607,AAPL,2017-06-01,152.56099166132
608,AAPL,2017-06-02,154.82181847338
609,AAPL,2017-06-05,153.30796087235
610,AAPL,2017-06-06,153.82585952534
611,AAPL,2017-06-07,154.74214175754
612,AAPL,2017-06-08,154.36367735728
613,AAPL,2017-06-09,148.37796407954
614,AAPL,2017-06-12,144.7327543297
615,AAPL,2017-06-13,145.99762219371
616,AAPL,2017-06-14,144.57340089801
617,AAPL,2017-06-15,143.70691661321
618,AAPL,2017-06-16,141.69507953817
619,AAPL,2017-06-19,145.7486324567
620,AAPL,2017-06-20,144.4240070558
621,AAPL,2017-06-21,145.28053175112
622,AAPL,2017-06-22,145.04150160359
623,AAPL,2017-06-23,145.75859204618
624,AAPL,2017-06-26,145.23073380372
625,AAPL,2017-06-27,143.15913919179
626,AAPL,2017-06-28,145.2406933932
627,AAPL,2017-06-29,143.09938165491
628,AAPL,2017-06-30,143.43800769724
629,AAPL,2017-07-03,142.92010904426
630,AAPL,2017-07-05,143.5077248236
631,AAPL,2017-07-06,142.15322065427
632,AAPL,2017-07-07,143.59736112893
633,AAPL,2017-07-10,144.47380500321
634,AAPL,2017-07-11,144.94190570879
635,AAPL,2017-07-12,145.15105708788
636,AAPL,2017-07-13,147.17285375241
637,AAPL,2017-07-14,148.43772161642
638,AAPL,2017-07-17,148.9556202694
639,AAPL,2017-07-18,149.47351892239
640,AAPL,2017-07-19,150.40972033355
641,AAPL,2017-07-20,149.73246824888
642,AAPL,2017-07-21,149.66275112251
643,AAPL,2017-07-24,151.47539640795
644,AAPL,2017-07-25,152.12276972418
645,AAPL,2017-07-26,152.83986016677
646,AAPL,2017-07-27,149.95157921745
647,AAPL,2017-07-28,148.89586273252
648,AAPL,2017-07-31,148.24848941629
649,AAPL,2017-08-01,149.44364015394
650,AAPL,2017-08-02,156.50498909557
651,AAPL,2017-08-03,154.94133354715
652,AAPL,2017-08-04,155.75801988454
653,AAPL,2017-08-08,159.43310840282
654,AAPL,2017-08-09,160.40914817191
655,AAPL,2017-08-10,155.27
656,AAPL,2017-08-11,157.48
657,AAPL,2017-08-14,159.85
658,AAPL,2017-08-15,161.6
659,AAPL,2017-08-16,160.95
660,AAPL,2017-08-17,157.87
661,AAPL,2017-08-18,157.5
662,AAPL,2017-08-21,157.21
663,AAPL,2017-08-22,159.78
664,AAPL,2017-08-23,159.98
665,AAPL,2017-08-24,159.27
666,AAPL,2017-08-25,159.86
