date,ANN,ANN_acf,ANN_alpha,ANN_beta,ANN_ese,ANN_gamma,ANN_lower,ANN_m,ANN_sqe,ANN_sse,ANN_upper,Benchmark,Benchmark_acf,Benchmark_ese,Benchmark_lower,Benchmark_sqe,Benchmark_sse,Benchmark_upper,adj_close
2017-01-03,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,114.71537780152
2017-01-04,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,114.58698349145
2017-01-05,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,115.16969612943998
2017-01-06,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,116.45363923011001
2017-01-09,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,117.5202996522
2017-01-10,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,117.63881747687
2017-01-11,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,118.27091254181002
2017-01-12,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,117.77708827233
2017-01-13,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,117.56968207915001
2017-01-17,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,118.51782467656
2017-01-18,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,118.50794819116999
2017-01-19,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,118.30054199798
2017-01-20,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,118.51782467656
2017-01-23,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,118.59683655968
2017-01-24,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,118.48819522039
2017-01-25,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,120.37460392982
2017-01-26,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,120.43386284216001
2017-01-27,,,,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,120.44373932754999
2017-01-30,120.44373932754999,-0.3160475324699803,1.0,0.0,0.0,0.0,118.32353337623414,0.0,0.09988604278036325,0.09988604278036325,122.5441923080859,120.44373932754999,-0.3160475324699803,0.0,120.43386284216001,0.09988604278036325,0.09988604278036325,120.43386284216001,120.12769179508001
2017-01-31,120.12769179508001,-0.2765415909100142,1.0,0.0,0.0,0.0,118.32297455548702,0.0,0.07647525150304163,0.17636129428340488,122.56450409961296,120.12769179508001,-0.2765415909100142,0.0,120.44373932754999,0.07647525150304163,0.17636129428340488,120.44373932754999,119.85115020417
2017-02-01,119.85115020417,7.308599188390005,1.0,0.0,0.0,0.0,118.04002123668369,0.0,53.41562209653504,53.59198339081844,122.21536235347635,119.85115020417,7.308599188390005,0.0,120.12769179508001,53.41562209653504,53.59198339081844,120.12769179508001,127.15974939256
2017-02-02,124.9990075551361,1.9434591588439076,0.7000000000000001,0.0,3.7298217396833735,0.0,114.3726675109082,0.0,3.777033502094269,57.36901689291271,125.54188569138584,127.15974939256,-0.21728267857999128,0.0,119.85115020417,0.0472117624108958,53.63919515322934,119.85115020417,126.94246671398001
2017-02-03,126.89141679062129,0.5942566197986991,0.9,0.0,0.058067415117338095,0.0,120.86041810722959,0.0,0.35314093017457565,57.72215782308729,132.0035168535561,126.94246671398001,0.5432066964399809,0.0,127.15974939256,0.29507351505723756,53.93426866828658,127.15974939256,127.48567341041999
2017-02-06,127.42624774844012,1.254480394129871,0.9,0.0,0.14556524642213242,0.0,121.30444683608954,0.0,1.5737210592562365,59.29587888234352,132.47838674515307,127.48567341041999,1.1950547321499982,0.0,126.94246671398001,1.428155812834104,55.362424481120684,126.94246671398001,128.68072814257
2017-02-07,128.555280103157,1.3501322277429892,0.9,0.0,0.3230056712447307,0.0,121.78108546917598,0.0,1.8228570323902469,61.11873591473377,133.0714100277043,128.68072814257,1.2246841883300021,0.0,127.48567341041999,1.4998513611455162,56.8622758422662,127.48567341041999,129.9054123309
2017-02-08,129.9054123309,0.5037007548700103,1.0,0.0,0.0,0.0,122.97590770015896,0.0,0.2537144504566182,61.37245036519039,134.38554858498105,129.9054123309,0.5037007548700103,0.0,128.68072814257,0.2537144504566182,57.11599029272282,128.68072814257,130.40911308577
2017-02-09,130.40911308577,0.9382661120199884,1.0,0.0,0.0,0.0,124.190823972658,0.0,0.8803432969651055,62.2527936621555,135.62000068914202,130.40911308577,0.9382661120199884,0.0,129.9054123309,0.8803432969651055,57.99633358968793,129.9054123309,131.34737919779
2017-02-10,131.34737919779,-0.29756995739998615,1.0,0.0,0.0,0.0,124.6953877915127,0.0,0.08854787954702957,62.341341541702526,136.12283838002733,131.34737919779,-0.29756995739998615,0.0,130.40911308577,0.08854787954702957,58.08488146923496,130.40911308577,131.04980924039
2017-02-13,131.04980924039,1.1605228338700044,1.0,0.0,0.0,0.0,125.62955770112515,0.0,1.3468132479336659,63.688154789636194,137.06520069445486,131.04980924039,1.1605228338700044,0.0,131.34737919779,1.3468132479336659,59.431694717168625,131.34737919779,132.21033207426
2017-02-14,132.21033207426,1.7159867543599887,1.0,0.0,0.0,0.0,125.27194484435894,0.0,2.9446105411389283,66.63276533077513,136.8276736364211,132.21033207426,1.7159867543599887,0.0,131.04980924039,2.9446105411389283,62.37630525830755,131.04980924039,133.92631882862
2017-02-15,133.92631882862,0.48603093043001877,1.0,0.0,0.0,0.0,126.30121958150829,0.0,0.23622606533466975,66.8689913961098,138.11944456701175,133.92631882862,0.48603093043001877,0.0,132.21033207426,0.23622606533466975,62.61253132364222,132.21033207426,134.41234975905002
2017-02-16,134.41234975905002,-0.16366347657000802,1.0,0.0,0.0,0.0,128.0069130822871,0.0,0.026785733562981563,66.8957771296728,139.84572457495292,134.41234975905002,-0.16366347657000802,0.0,133.92631882862,0.026785733562981563,62.639317057205204,133.92631882862,134.24868628248
2017-02-17,134.24868628248,0.3719624467499898,1.0,0.0,0.0,0.0,128.49227405557144,0.0,0.138356061792239,67.03413319146503,140.33242546252862,134.24868628248,0.3719624467499898,0.0,134.41234975905002,0.138356061792239,62.77767311899744,134.41234975905002,134.62064872923
2017-02-21,134.62064872923,0.9720618608500047,1.0,0.0,0.0,0.0,128.4835635910066,0.0,0.9449042613191738,67.97903745278421,140.01380897395345,134.62064872923,0.9720618608500047,0.0,134.24868628248,0.9449042613191738,63.722577380316615,134.24868628248,135.59271059008
2017-02-22,135.59271059008,0.4066789417900054,1.0,0.0,0.0,0.0,128.81246344089183,0.0,0.16538776169543862,68.14442521447965,140.4288340175682,135.59271059008,0.4066789417900054,0.0,134.62064872923,0.16538776169543862,63.88796514201206,134.62064872923,135.99938953187
2017-02-23,135.99938953187,-0.5753019176500231,1.0,0.0,0.0,0.0,129.7769972557754,0.0,0.330972296451794,68.47539751093144,141.40842392438464,135.99938953187,-0.5753019176500231,0.0,135.59271059008,0.330972296451794,64.21893743846385,135.59271059008,135.42408761421999
2017-02-24,135.42408761421999,0.12894698154002526,1.0,0.0,0.0,0.0,130.1731678152084,0.0,0.016627324048283616,68.49202483497973,141.82561124853163,135.42408761421999,0.12894698154002526,0.0,135.99938953187,0.016627324048283616,64.23556476251214,135.99938953187,135.55303459576
2017-02-27,135.55303459576,0.2678129616599847,1.0,0.0,0.0,0.0,129.60058559388995,0.0,0.07172378243309244,68.56374861741283,141.24758963455005,135.55303459576,0.2678129616599847,0.0,135.42408761421999,0.07172378243309244,64.30728854494524,135.42408761421999,135.82084755742
2017-02-28,135.82084755742,0.059513991480002915,1.0,0.0,0.0,0.0,133.171287001937,0.0,0.0035419151818818595,68.56729053259471,137.93478218958305,135.82084755742,0.059513991480002915,0.0,135.55303459576,0.0035419151818818595,64.31083046012712,135.55303459576,135.8803615489
2017-03-01,135.8803615489,2.777319602430026,1.0,0.0,0.0,0.0,133.44395828267383,0.0,7.713504174042079,76.28079470663678,138.19773683216616,135.8803615489,2.777319602430026,0.0,135.82084755742,7.713504174042079,72.02433463416921,135.82084755742,138.65768115133002
2017-03-02,138.65768115133002,-0.8232768821400498,1.0,0.0,0.0,0.0,132.785697293791,0.0,0.6777848246662415,76.95857953130303,138.97502580400902,138.65768115133002,-0.8232768821400498,0.0,135.8803615489,0.6777848246662415,72.70211945883545,135.8803615489,137.83440426918997
2017-03-03,137.83440426918997,0.8133578835600304,1.0,0.0,0.0,0.0,135.62787955452947,0.0,0.6615510467492519,77.62013057805228,141.68748274813058,137.83440426918997,0.8133578835600304,0.0,138.65768115133002,0.6615510467492519,73.36367050558471,138.65768115133002,138.64776215275
2017-03-06,138.64776215275,-0.4364359375200024,1.0,0.0,0.0,0.0,134.87874893164874,0.0,0.19047632755896346,77.81060690561125,140.79005960673123,138.64776215275,-0.4364359375200024,0.0,137.83440426918997,0.19047632755896346,73.55414683314368,137.83440426918997,138.21132621523
